Jahrzehnt,2er,3er,4er,6er,9er,12er,Sonstiges
#NV,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0
#WERT!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.0,0.2578616352201258,0.3710691823899371,0.025157232704402517,0.0,0.012578616352201259,0.0
1710,0.008539709649871904,0.2664389410760034,0.3654995730145175,0.02391118701964133,0.0017079419299743809,0.0444064901793339,0.0
1720,0.010025062656641603,0.2184628237259816,0.32247284878863824,0.030492898913951544,0.0029239766081871343,0.047619047619047616,0.0004177109440267335
1730,0.007877664504170528,0.16311399443929564,0.33549582947173306,0.03243744207599629,0.0009267840593141798,0.056533827618164965,0.0
1740,0.009934802856255821,0.1959018938217945,0.31480906550760634,0.04905308910276312,0.001552312946289972,0.030735796336541447,0.0
1750,0.02865761689291101,0.12368024132730016,0.4057315233785822,0.06033182503770739,0.0,0.010558069381598794,0.0
