Jahrzehnt,chalumeau,oboe d'amore,viola d'amore
#NV,0.0,0.0,0.0
#WERT!,0.0,0.0,0.0
1700,0.0,0.0,0.0
1710,0.0,0.008539709649871904,0.0025619128949615714
1720,0.0,0.0020885547201336674,0.003341687552213868
1730,0.03892493049119555,0.012974976830398516,0.003243744207599629
1740,0.019559143123253648,0.0003104625892579944,0.0003104625892579944
1750,0.004524886877828055,0.0,0.0
