Werk;Satznr;Typ;Besetzung;Tonart;Takt;Jahr;Zeit;Saison;Jahrzehnt;A;AATB;AATT;AATTBB;AB;AT;ATB;ATTB;B;BB;BBB;BS;S;S S STB;SA;SA TB;SAATTBB;SAB;SAT;SAT B;SATB;SATBB;SATT;SATTB;SB;SS;SSAB;SSAT;SSATB;SSATBB;SSATTB;SSB;SSSAB;SSSATB;SSSTB;SSTB;ST;STB;T;TB;TT;basso continuo;bassoon;chalumeau;clarinet;clarino;flute;flute d'amore;horn;oboe;oboe d'amore;organ;recorder;strings;timpani;trombone;trumpet;viola;viola d'amore;violetta;violins;violoncello;violone;2er;3er;4er;6er;9er;12er;Sonstiges
1123/27;6;rec;(T,bc);;;1727;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/27;7;choral;(SATB,str,bc);F;3;1727;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/28;1;choral;(SAT,ob(2),fg,str,bc);G;C;1728;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1123/28;2;rec;(T,bc);;;1728;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/28;3;aria;(T,str,bc);D;6/4;1728;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1123/28;4;rec;(A,bc);;;1728;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/28;5;aria;(A,fl(2),ob(2),fg,str,bc);B;12/8;1728;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;x;;;;x;;;x;;;;x;;;;;;;;;;;;;;;x;
1123/28;6;rec;(T,bc);;;1728;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/28;7;choral;(1);D;C;1728;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1123/29;1;acc;(B,str,bc);;;1729;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1123/29;2;rec;(T,bc);;;1729;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/29;3;aria;(T,fg,str,bc);d;3(9/8);1729;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;x;;;;;;;;;;;x;;;;;;;;;;;;;;x;;
1123/29;4;rec;(B,bc);;;1729;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/29;5;aria;(AB,str,bc);B;2/4;1729;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;x;;;;;;
1123/29;6;rec;(A,bc);;;1729;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/29;7;choral;(SATB,str,bc);G;3 (sostentato);1729;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1720;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/31;1;coro;(SATB,str,bc);e;C;1731;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/31;2;rec;(T,bc);;;1731;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/31;3;aria;(T,vl unis,bc);G;3;1731;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;x;;;;x;;;;;
1123/31;4;choral;(SATB,str,bc);e;C;1731;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/31;5;rec;(B,bc);;;1731;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/31;6;aria;(B,vl unis,vla,bc);c;C;1731;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1123/31;7;rec;+arioso (T,AT,str,bc);G;C+3;1731;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;x;;;;
1123/31;8;choral;(4);D;C;1731;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1123/32;1;coro;(SATB,str,bc);g;3/2;1732;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/32;2;rec;(T,bc);;;1732;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/32;3;choral;(SATB,str,bc);g;3;1732;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/32;4;rec;(B,bc);;;1732;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/32;5;aria;(B,vl unis,vla,bc);B;C (sostentato);1732;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1123/32;6;rec;(B,bc);;;1732;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/32;7;choral;(3);D;C;1732;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1123/33;1;dictum;(AT,str,bc);G;C (largo e giusto);1733;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/33;2;aria;(B,vl unis,vla,bc);e;3;1733;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1123/33;3;rec;(B,bc);;;1733;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/33;4;coro;(SATB,str,bc);C;3;1733;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/33;5;aria;(S,vl unis,vla,bc);F;6/4 (largo e giusto);1733;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;;x;;;
1123/33;6;rec;(B,bc);;;1733;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/33;7;choral;(SATB,str,bc);G;C;1733;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/35;1;coro;(SATB,str,bc);F;3;1735;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/35;2;rec;(S,bc);;;1735;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/35;3;choral;(SATB,str,bc);F;3 (largo e giusto);1735;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/35;4;rec;(B,bc);;;1735;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/35;5;aria;(B,vl unis,vla,bc);B;C (vivace);1735;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1123/35;6;rec;(T,bc);;;1735;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/35;7;choral;(3);D;C;1735;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1123/36;1;coro;(SATB,str,bc);F;3;1736;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/36;2;rec;(A,bc);;;1736;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/36;3;aria;(AT,vl unis,vla,bc);d;C (vivace);1736;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1123/36;4;rec;(S,bc);;;1736;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/36;5;aria;(S,vl unis,vla,bc);a;6/4 (vivace);1736;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;;x;;;
1123/36;6;rec;(B,bc);;;1736;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/36;7;choral;(B,SATB,str,bc);F;C;1736;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/39;1;acc;(T,str,bc);;;1739;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1123/39;2;rec;(B,bc);;;1739;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/39;3;aria;(B,vl unis,vla,bc);C;C;1739;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1123/39;4;choral;(SATB,str,bc);a;12/8;1739;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1123/39;5;rec;(B,bc);;;1739;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/39;6;aria;(AB,str,bc);F;C;1739;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/39;7;choral;(4);D;C;1739;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
1123/40;1;coro;(SATB,str,bc);c;12/8;1740;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;x;
1123/40;2;rec;(S,bc);;;1740;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/40;3;aria;(S,str,bc);G;6/8;1740;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;x;;;
1123/40;4;rec;(B,bc);;;1740;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/40;5;aria;(B,vl unis,vla,bc);g;C (presto);1740;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1123/40;6;rec;(T,bc);;;1740;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/40;7;choral;(SATB,str,bc);c;C (allegro);1740;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/41;1;coro;(SATB,ob(2),str,bc);C;C (vivace);1741;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1123/41;2;acc;(B,str,bc);;;1741;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1123/41;3;aria;(TB,ob am,(fg),vl,vl(3),str,bc);e;6/4 (largo);1741;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;x;;;;;;;;x;;;x;;;;;;;x;;;;;;x;;;
1123/41;4;acc;(S,str,bc);;;1741;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1123/41;5;aria;(SA,ob(2),str,bc);G;C (largo e giusto);1741;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1123/41;6;rec;+acc (B,bc);;;1741;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/41;7;choral;(SATB,ob(2),str,bc);c;3/2;1741;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;x;;;;x;;;;;;;;;;;x;;;;;
1123/42;1;acc;(B,str,bc);;;1742;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1123/42;2;aria;(B,str,bc);F;3;1742;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/42;3;rec;(S,bc);;;1742;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/42;4;aria;(S,vl unis,vla,bc);B;3 (vivace);1742;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1123/42;5;rec;(T,bc);;;1742;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/42;6;choral;(SATB,str,bc);F;3;1742;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/43;1;dictum;(B,T,str,bc);g;C (largo);1743;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/43;2;aria;(T,ob,chal(2)tb,str,bc);F;C (largo);1743;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;x;;;;;;x;;;;x;;;;;;;;;;;;x;;;;
1123/43;3;acc;(B,str,bc);;;1743;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1123/43;4;aria;(B,str,bc);a;C (andante);1743;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/43;5;rec;(T,bc);;;1743;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/43;6;choral;(ATB,str,bc);G;C (largo);1743;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/44;1;acc;(B,str,bc);;;1744;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1123/44;2;aria;(B,vl unis,vla,bc);g;C;1744;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;;x;;;;
1123/44;3;acc;(T,str,bc);;;1744;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;x;;;;;;;;;;;;;;;;
1123/44;4;rec;(S,bc);;;1744;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/44;5;aria;(S,vl unis,vla,bc);F;3;1744;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;x;;;x;;;;x;;;;;
1123/44;6;rec;(T,bc);;;1744;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/44;7;choral;(SATB,str,bc);g;3;1744;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/46;1;coro;(SATB,str,bc);B;3/2;1746;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/46;2;rec;(S,bc);;;1746;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/46;3;aria;(S,str,bc);F;3;1746;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/46;4;rec;(B,bc);;;1746;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/46;5;aria;(TB,str,bc);C;3 (allegro);1746;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/46;6;rec;(T,bc);;;1746;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/46;7;choral;(SATB,str,bc);B;3 (largo);1746;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/49;1;coro;/aria (ATB,str,bc);G;3/4;1749;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;x;;;;;
1123/49;2;rec;(T,bc);;;1749;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/49;3;arioso;(TB,str,bc);e;C (largo);1749;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
1123/49;4;rec;(B,bc);;;1749;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123/49;5;aria;(B,str,bc);D;C (allegro);1749;Laetare (4. Sonntag der Passionszeit);Fastenzeit;1740;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;;;;;;;;;x;;;;
